last_name,first_name,display_name,tournament,year,round,tour
Shvedova,Yaroslava,Yaroslava Shvedova,French Open,2012,R16,WTA
Stephens,Sloane,Sloane Stephens,French Open,2012,R16,WTA
Stosur,Samantha,Samantha Stosur,French Open,2012,R16,WTA
Cibulkova,Dominika,Dominika Cibulkova,French Open,2012,QF,WTA
Errani,Sara,Sara Errani,French Open,2012,QF,WTA
Kanepi,Kaia,Kaia Kanepi,French Open,2012,QF,WTA
Kerber,Angelique,Angelique Kerber,French Open,2012,QF,WTA
Kvitova,Petra,Petra Kvitova,French Open,2012,QF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2012,QF,WTA
Shvedova,Yaroslava,Yaroslava Shvedova,French Open,2012,QF,WTA
Stosur,Samantha,Samantha Stosur,French Open,2012,QF,WTA
Errani,Sara,Sara Errani,French Open,2012,SF,WTA
Kvitova,Petra,Petra Kvitova,French Open,2012,SF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2012,SF,WTA
Stosur,Samantha,Samantha Stosur,French Open,2012,SF,WTA
Errani,Sara,Sara Errani,French Open,2012,F,WTA
Sharapova,Maria,Maria Sharapova,French Open,2012,F,WTA
Sharapova,Maria,Maria Sharapova,French Open,2012,W,WTA
Almagro,Nicolas,Nicolas Almagro,US Open,2012,R16,ATP
Berdych,Tomas,Tomas Berdych,US Open,2012,R16,ATP
Cilic,Marin,Marin Cilic,US Open,2012,R16,ATP
Djokovic,Novak,Novak Djokovic,US Open,2012,R16,ATP
Federer,Roger,Roger Federer,US Open,2012,R16,ATP
Ferrer,David,David Ferrer,US Open,2012,R16,ATP
Fish,Mardy,Mardy Fish,US Open,2012,R16,ATP
Gasquet,Richard,Richard Gasquet,US Open,2012,R16,ATP
Klizan,Martin,Martin Klizan,US Open,2012,R16,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,US Open,2012,R16,ATP
Martin del Potro,Juan,Juan Martin del Potro,US Open,2012,R16,ATP
Murray,Andy,Andy Murray,US Open,2012,R16,ATP
Raonic,Milos,Milos Raonic,US Open,2012,R16,ATP
Roddick,Andy,Andy Roddick,US Open,2012,R16,ATP
Tipsarevic,Janko,Janko Tipsarevic,US Open,2012,R16,ATP
Wawrinka,Stan,Stan Wawrinka,US Open,2012,R16,ATP
Berdych,Tomas,Tomas Berdych,US Open,2012,QF,ATP
Cilic,Marin,Marin Cilic,US Open,2012,QF,ATP
Djokovic,Novak,Novak Djokovic,US Open,2012,QF,ATP
Federer,Roger,Roger Federer,US Open,2012,QF,ATP
Ferrer,David,David Ferrer,US Open,2012,QF,ATP
Martin del Potro,Juan,Juan Martin del Potro,US Open,2012,QF,ATP
Murray,Andy,Andy Murray,US Open,2012,QF,ATP
Tipsarevic,Janko,Janko Tipsarevic,US Open,2012,QF,ATP
Berdych,Tomas,Tomas Berdych,US Open,2012,SF,ATP
Djokovic,Novak,Novak Djokovic,US Open,2012,SF,ATP
Ferrer,David,David Ferrer,US Open,2012,SF,ATP
Murray,Andy,Andy Murray,US Open,2012,SF,ATP
Djokovic,Novak,Novak Djokovic,US Open,2012,F,ATP
Murray,Andy,Andy Murray,US Open,2012,F,ATP
Murray,Andy,Andy Murray,US Open,2012,W,ATP
Azarenka,Victoria,Victoria Azarenka,US Open,2012,R16,WTA
Bartoli,Marion,Marion Bartoli,US Open,2012,R16,WTA
Errani,Sara,Sara Errani,US Open,2012,R16,WTA
Hlavackova,Andrea,Andrea Hlavackova,US Open,2012,R16,WTA
Ivanovic,Ana,Ana Ivanovic,US Open,2012,R16,WTA
Kerber,Angelique,Angelique Kerber,US Open,2012,R16,WTA
Kvitova,Petra,Petra Kvitova,US Open,2012,R16,WTA
Petrova,Nadia,Nadia Petrova,US Open,2012,R16,WTA
Pironkova,Tsvetana,Tsvetana Pironkova,US Open,2012,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,US Open,2012,R16,WTA
Robson,Laura,Laura Robson,US Open,2012,R16,WTA
Sharapova,Maria,Maria Sharapova,US Open,2012,R16,WTA
Stosur,Samantha,Samantha Stosur,US Open,2012,R16,WTA
Tatishvili,Anna,Anna Tatishvili,US Open,2012,R16,WTA
Vinci,Roberta,Roberta Vinci,US Open,2012,R16,WTA
Williams,Serena,Serena Williams,US Open,2012,R16,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2012,QF,WTA
Bartoli,Marion,Marion Bartoli,US Open,2012,QF,WTA
Errani,Sara,Sara Errani,US Open,2012,QF,WTA
Ivanovic,Ana,Ana Ivanovic,US Open,2012,QF,WTA
Sharapova,Maria,Maria Sharapova,US Open,2012,QF,WTA
Stosur,Samantha,Samantha Stosur,US Open,2012,QF,WTA
Vinci,Roberta,Roberta Vinci,US Open,2012,QF,WTA
Williams,Serena,Serena Williams,US Open,2012,QF,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2012,SF,WTA
Errani,Sara,Sara Errani,US Open,2012,SF,WTA
Sharapova,Maria,Maria Sharapova,US Open,2012,SF,WTA
Williams,Serena,Serena Williams,US Open,2012,SF,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2012,F,WTA
Williams,Serena,Serena Williams,US Open,2012,F,WTA
Williams,Serena,Serena Williams,US Open,2012,W,WTA
Baker,Brian,Brian Baker,Wimbledon,2012,R16,ATP
Cilic,Marin,Marin Cilic,Wimbledon,2012,R16,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2012,R16,ATP
Federer,Roger,Roger Federer,Wimbledon,2012,R16,ATP
Ferrer,David,David Ferrer,Wimbledon,2012,R16,ATP
Fish,Mardy,Mardy Fish,Wimbledon,2012,R16,ATP
Gasquet,Richard,Richard Gasquet,Wimbledon,2012,R16,ATP
Istomin,Denis,Denis Istomin,Wimbledon,2012,R16,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,Wimbledon,2012,R16,ATP
Malisse,Xavier,Xavier Malisse,Wimbledon,2012,R16,ATP
Martin del Potro,Juan,Juan Martin del Potro,Wimbledon,2012,R16,ATP
Mayer,Florian,Florian Mayer,Wimbledon,2012,R16,ATP
Murray,Andy,Andy Murray,Wimbledon,2012,R16,ATP
Troicki,Viktor,Viktor Troicki,Wimbledon,2012,R16,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Wimbledon,2012,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2012,R16,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2012,QF,ATP
Federer,Roger,Roger Federer,Wimbledon,2012,QF,ATP
Ferrer,David,David Ferrer,Wimbledon,2012,QF,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,Wimbledon,2012,QF,ATP
Mayer,Florian,Florian Mayer,Wimbledon,2012,QF,ATP
Murray,Andy,Andy Murray,Wimbledon,2012,QF,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Wimbledon,2012,QF,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2012,QF,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2012,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2012,SF,ATP
Murray,Andy,Andy Murray,Wimbledon,2012,SF,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Wimbledon,2012,SF,ATP
Federer,Roger,Roger Federer,Wimbledon,2012,F,ATP
Murray,Andy,Andy Murray,Wimbledon,2012,F,ATP
Federer,Roger,Roger Federer,Wimbledon,2012,W,ATP
Azarenka,Victoria,Victoria Azarenka,Wimbledon,2012,R16,WTA
Clijsters,Kim,Kim Clijsters,Wimbledon,2012,R16,WTA
Giorgi,Camila,Camila Giorgi,Wimbledon,2012,R16,WTA
Ivanovic,Ana,Ana Ivanovic,Wimbledon,2012,R16,WTA
Kerber,Angelique,Angelique Kerber,Wimbledon,2012,R16,WTA
Kirilenko,Maria,Maria Kirilenko,Wimbledon,2012,R16,WTA
Kvitova,Petra,Petra Kvitova,Wimbledon,2012,R16,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2012,R16,WTA
Paszek,Tamira,Tamira Paszek,Wimbledon,2012,R16,WTA
Peng,Shuai,Shuai Peng,Wimbledon,2012,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2012,R16,WTA
Schiavone,Francesca,Francesca Schiavone,Wimbledon,2012,R16,WTA
Sharapova,Maria,Maria Sharapova,Wimbledon,2012,R16,WTA
Shvedova,Yaroslava,Yaroslava Shvedova,Wimbledon,2012,R16,WTA
Vinci,Roberta,Roberta Vinci,Wimbledon,2012,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2012,R16,WTA
Azarenka,Victoria,Victoria Azarenka,Wimbledon,2012,QF,WTA
Kerber,Angelique,Angelique Kerber,Wimbledon,2012,QF,WTA
Kirilenko,Maria,Maria Kirilenko,Wimbledon,2012,QF,WTA
Kvitova,Petra,Petra Kvitova,Wimbledon,2012,QF,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2012,QF,WTA
Paszek,Tamira,Tamira Paszek,Wimbledon,2012,QF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2012,QF,WTA
Williams,Serena,Serena Williams,Wimbledon,2012,QF,WTA
Azarenka,Victoria,Victoria Azarenka,Wimbledon,2012,SF,WTA
Kerber,Angelique,Angelique Kerber,Wimbledon,2012,SF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2012,SF,WTA
Williams,Serena,Serena Williams,Wimbledon,2012,SF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2012,F,WTA
Williams,Serena,Serena Williams,Wimbledon,2012,F,WTA
Williams,Serena,Serena Williams,Wimbledon,2012,W,WTA
Almagro,Nicolas,Nicolas Almagro,Australian Open,2013,R16,ATP
Anderson,Kevin,Kevin Anderson,Australian Open,2013,R16,ATP
Berdych,Tomas,Tomas Berdych,Australian Open,2013,R16,ATP
Chardy,Jeremy,Jeremy Chardy,Australian Open,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2013,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2013,R16,ATP
Ferrer,David,David Ferrer,Australian Open,2013,R16,ATP
Gasquet,Richard,Richard Gasquet,Australian Open,2013,R16,ATP
Murray,Andy,Andy Murray,Australian Open,2013,R16,ATP
Nishikori,Kei,Kei Nishikori,Australian Open,2013,R16,ATP
Raonic,Milos,Milos Raonic,Australian Open,2013,R16,ATP
Seppi,Andreas,Andreas Seppi,Australian Open,2013,R16,ATP
Simon,Gilles,Gilles Simon,Australian Open,2013,R16,ATP
Tipsarevic,Janko,Janko Tipsarevic,Australian Open,2013,R16,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Australian Open,2013,R16,ATP
Wawrinka,Stan,Stan Wawrinka,Australian Open,2013,R16,ATP
Almagro,Nicolas,Nicolas Almagro,Australian Open,2013,QF,ATP
Berdych,Tomas,Tomas Berdych,Australian Open,2013,QF,ATP
Chardy,Jeremy,Jeremy Chardy,Australian Open,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2013,QF,ATP
Federer,Roger,Roger Federer,Australian Open,2013,QF,ATP
Ferrer,David,David Ferrer,Australian Open,2013,QF,ATP
Murray,Andy,Andy Murray,Australian Open,2013,QF,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Australian Open,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2013,SF,ATP
Federer,Roger,Roger Federer,Australian Open,2013,SF,ATP
Ferrer,David,David Ferrer,Australian Open,2013,SF,ATP
Murray,Andy,Andy Murray,Australian Open,2013,SF,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2013,F,ATP
Murray,Andy,Andy Murray,Australian Open,2013,F,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2013,W,ATP
Azarenka,Victoria,Victoria Azarenka,Australian Open,2013,R16,WTA
Flipkens,Kirsten,Kirsten Flipkens,Australian Open,2013,R16,WTA
Goerges,Julia,Julia Goerges,Australian Open,2013,R16,WTA
Ivanovic,Ana,Ana Ivanovic,Australian Open,2013,R16,WTA
Jovanovski,Bojana,Bojana Jovanovski,Australian Open,2013,R16,WTA
Kerber,Angelique,Angelique Kerber,Australian Open,2013,R16,WTA
Kirilenko,Maria,Maria Kirilenko,Australian Open,2013,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Australian Open,2013,R16,WTA
Li,Na,Na Li,Australian Open,2013,R16,WTA
Makarova,Kate,Kate Makarova,Australian Open,2013,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Australian Open,2013,R16,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2013,R16,WTA
Stephens,Sloane,Sloane Stephens,Australian Open,2013,R16,WTA
Vesnina,Elena,Elena Vesnina,Australian Open,2013,R16,WTA
Williams,Serena,Serena Williams,Australian Open,2013,R16,WTA
Wozniacki,Caroline,Caroline Wozniacki,Australian Open,2013,R16,WTA
Azarenka,Victoria,Victoria Azarenka,Australian Open,2013,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,Australian Open,2013,QF,WTA
Li,Na,Na Li,Australian Open,2013,QF,WTA
Makarova,Kate,Kate Makarova,Australian Open,2013,QF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Australian Open,2013,QF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2013,QF,WTA
Stephens,Sloane,Sloane Stephens,Australian Open,2013,QF,WTA
Williams,Serena,Serena Williams,Australian Open,2013,QF,WTA
Azarenka,Victoria,Victoria Azarenka,Australian Open,2013,SF,WTA
Li,Na,Na Li,Australian Open,2013,SF,WTA
Sharapova,Maria,Maria Sharapova,Australian Open,2013,SF,WTA
Stephens,Sloane,Sloane Stephens,Australian Open,2013,SF,WTA
Azarenka,Victoria,Victoria Azarenka,Australian Open,2013,F,WTA
Li,Na,Na Li,Australian Open,2013,F,WTA
Azarenka,Victoria,Victoria Azarenka,Australian Open,2013,W,WTA
Almagro,Nicolas,Nicolas Almagro,French Open,2013,R16,ATP
Anderson,Kevin,Kevin Anderson,French Open,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,French Open,2013,R16,ATP
Federer,Roger,Roger Federer,French Open,2013,R16,ATP
Ferrer,David,David Ferrer,French Open,2013,R16,ATP
Gasquet,Richard,Richard Gasquet,French Open,2013,R16,ATP
Haas,Tommy,Tommy Haas,French Open,2013,R16,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,French Open,2013,R16,ATP
Nadal,Rafael,Rafael Nadal,French Open,2013,R16,ATP
Nishikori,Kei,Kei Nishikori,French Open,2013,R16,ATP
Robredo,Tommy,Tommy Robredo,French Open,2013,R16,ATP
Simon,Gilles,Gilles Simon,French Open,2013,R16,ATP
Troicki,Viktor,Viktor Troicki,French Open,2013,R16,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,French Open,2013,R16,ATP
Wawrinka,Stan,Stan Wawrinka,French Open,2013,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,French Open,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,French Open,2013,QF,ATP
Federer,Roger,Roger Federer,French Open,2013,QF,ATP
Ferrer,David,David Ferrer,French Open,2013,QF,ATP
Haas,Tommy,Tommy Haas,French Open,2013,QF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2013,QF,ATP
Robredo,Tommy,Tommy Robredo,French Open,2013,QF,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,French Open,2013,QF,ATP
Wawrinka,Stan,Stan Wawrinka,French Open,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,French Open,2013,SF,ATP
Ferrer,David,David Ferrer,French Open,2013,SF,ATP
Nadal,Rafael,Rafael Nadal,French Open,2013,SF,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,French Open,2013,SF,ATP
Ferrer,David,David Ferrer,French Open,2013,F,ATP
Nadal,Rafael,Rafael Nadal,French Open,2013,F,ATP
Nadal,Rafael,Rafael Nadal,French Open,2013,W,ATP
Azarenka,Victoria,Victoria Azarenka,French Open,2013,R16,WTA
Errani,Sara,Sara Errani,French Open,2013,R16,WTA
Hampton,Jamie,Jamie Hampton,French Open,2013,R16,WTA
Ivanovic,Ana,Ana Ivanovic,French Open,2013,R16,WTA
Jankovic,Jelena,Jelena Jankovic,French Open,2013,R16,WTA
Kerber,Angelique,Angelique Kerber,French Open,2013,R16,WTA
Kirilenko,Maria,Maria Kirilenko,French Open,2013,R16,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2013,R16,WTA
Mattek Sands,Bethanie,Bethanie Mattek Sands,French Open,2013,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,French Open,2013,R16,WTA
Schiavone,Francesca,Francesca Schiavone,French Open,2013,R16,WTA
Sharapova,Maria,Maria Sharapova,French Open,2013,R16,WTA
Stephens,Sloane,Sloane Stephens,French Open,2013,R16,WTA
Suarez Navarro,Carla,Carla Suarez Navarro,French Open,2013,R16,WTA
Vinci,Roberta,Roberta Vinci,French Open,2013,R16,WTA
Williams,Serena,Serena Williams,French Open,2013,R16,WTA
Azarenka,Victoria,Victoria Azarenka,French Open,2013,QF,WTA
Errani,Sara,Sara Errani,French Open,2013,QF,WTA
Jankovic,Jelena,Jelena Jankovic,French Open,2013,QF,WTA
Kirilenko,Maria,Maria Kirilenko,French Open,2013,QF,WTA
Kuznetsova,Svetlana,Svetlana Kuznetsova,French Open,2013,QF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,French Open,2013,QF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2013,QF,WTA
Williams,Serena,Serena Williams,French Open,2013,QF,WTA
Azarenka,Victoria,Victoria Azarenka,French Open,2013,SF,WTA
Errani,Sara,Sara Errani,French Open,2013,SF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2013,SF,WTA
Williams,Serena,Serena Williams,French Open,2013,SF,WTA
Sharapova,Maria,Maria Sharapova,French Open,2013,F,WTA
Williams,Serena,Serena Williams,French Open,2013,F,WTA
Williams,Serena,Serena Williams,French Open,2013,W,WTA
Berdych,Tomas,Tomas Berdych,US Open,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,US Open,2013,R16,ATP
Federer,Roger,Roger Federer,US Open,2013,R16,ATP
Ferrer,David,David Ferrer,US Open,2013,R16,ATP
Gasquet,Richard,Richard Gasquet,US Open,2013,R16,ATP
Granollers,Marcel,Marcel Granollers,US Open,2013,R16,ATP
Hewitt,Lleyton,Lleyton Hewitt,US Open,2013,R16,ATP
Istomin,Denis,Denis Istomin,US Open,2013,R16,ATP
Kohlschreiber,Philipp,Philipp Kohlschreiber,US Open,2013,R16,ATP
Murray,Andy,Andy Murray,US Open,2013,R16,ATP
Nadal,Rafael,Rafael Nadal,US Open,2013,R16,ATP
Raonic,Milos,Milos Raonic,US Open,2013,R16,ATP
Robredo,Tommy,Tommy Robredo,US Open,2013,R16,ATP
Tipsarevic,Janko,Janko Tipsarevic,US Open,2013,R16,ATP
Wawrinka,Stan,Stan Wawrinka,US Open,2013,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,US Open,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,US Open,2013,QF,ATP
Ferrer,David,David Ferrer,US Open,2013,QF,ATP
Gasquet,Richard,Richard Gasquet,US Open,2013,QF,ATP
Murray,Andy,Andy Murray,US Open,2013,QF,ATP
Nadal,Rafael,Rafael Nadal,US Open,2013,QF,ATP
Robredo,Tommy,Tommy Robredo,US Open,2013,QF,ATP
Wawrinka,Stan,Stan Wawrinka,US Open,2013,QF,ATP
Youzhny,Mikhail,Mikhail Youzhny,US Open,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,US Open,2013,SF,ATP
Gasquet,Richard,Richard Gasquet,US Open,2013,SF,ATP
Nadal,Rafael,Rafael Nadal,US Open,2013,SF,ATP
Wawrinka,Stan,Stan Wawrinka,US Open,2013,SF,ATP
Djokovic,Novak,Novak Djokovic,US Open,2013,F,ATP
Nadal,Rafael,Rafael Nadal,US Open,2013,F,ATP
Nadal,Rafael,Rafael Nadal,US Open,2013,W,ATP
Azarenka,Victoria,Victoria Azarenka,US Open,2013,R16,WTA
Giorgi,Camila,Camila Giorgi,US Open,2013,R16,WTA
Halep,Simona,Simona Halep,US Open,2013,R16,WTA
Hantuchova,Daniela,Daniela Hantuchova,US Open,2013,R16,WTA
Ivanovic,Ana,Ana Ivanovic,US Open,2013,R16,WTA
Jankovic,Jelena,Jelena Jankovic,US Open,2013,R16,WTA
Kerber,Angelique,Angelique Kerber,US Open,2013,R16,WTA
Li,Na,Na Li,US Open,2013,R16,WTA
Makarova,Kate,Kate Makarova,US Open,2013,R16,WTA
Pennetta,Flavia,Flavia Pennetta,US Open,2013,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,US Open,2013,R16,WTA
Riske Amritraj,Alison,Alison Riske Amritraj,US Open,2013,R16,WTA
Stephens,Sloane,Sloane Stephens,US Open,2013,R16,WTA
Suarez Navarro,Carla,Carla Suarez Navarro,US Open,2013,R16,WTA
Vinci,Roberta,Roberta Vinci,US Open,2013,R16,WTA
Williams,Serena,Serena Williams,US Open,2013,R16,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2013,QF,WTA
Hantuchova,Daniela,Daniela Hantuchova,US Open,2013,QF,WTA
Li,Na,Na Li,US Open,2013,QF,WTA
Makarova,Kate,Kate Makarova,US Open,2013,QF,WTA
Pennetta,Flavia,Flavia Pennetta,US Open,2013,QF,WTA
Suarez Navarro,Carla,Carla Suarez Navarro,US Open,2013,QF,WTA
Vinci,Roberta,Roberta Vinci,US Open,2013,QF,WTA
Williams,Serena,Serena Williams,US Open,2013,QF,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2013,SF,WTA
Li,Na,Na Li,US Open,2013,SF,WTA
Pennetta,Flavia,Flavia Pennetta,US Open,2013,SF,WTA
Williams,Serena,Serena Williams,US Open,2013,SF,WTA
Azarenka,Victoria,Victoria Azarenka,US Open,2013,F,WTA
Williams,Serena,Serena Williams,US Open,2013,F,WTA
Williams,Serena,Serena Williams,US Open,2013,W,WTA
Berdych,Tomas,Tomas Berdych,Wimbledon,2013,R16,ATP
De Schepper,Kenny,Kenny De Schepper,Wimbledon,2013,R16,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2013,R16,ATP
Dodig,Ivan,Ivan Dodig,Wimbledon,2013,R16,ATP
Ferrer,David,David Ferrer,Wimbledon,2013,R16,ATP
Haas,Tommy,Tommy Haas,Wimbledon,2013,R16,ATP
Janowicz,Jerzy,Jerzy Janowicz,Wimbledon,2013,R16,ATP
Kubot,Lukasz,Lukasz Kubot,Wimbledon,2013,R16,ATP
Mannarino,Adrian,Adrian Mannarino,Wimbledon,2013,R16,ATP
Martin del Potro,Juan,Juan Martin del Potro,Wimbledon,2013,R16,ATP
Melzer,Jurgen,Jurgen Melzer,Wimbledon,2013,R16,ATP
Murray,Andy,Andy Murray,Wimbledon,2013,R16,ATP
Seppi,Andreas,Andreas Seppi,Wimbledon,2013,R16,ATP
Tomic,Bernard,Bernard Tomic,Wimbledon,2013,R16,ATP
Verdasco,Fernando,Fernando Verdasco,Wimbledon,2013,R16,ATP
Youzhny,Mikhail,Mikhail Youzhny,Wimbledon,2013,R16,ATP
Berdych,Tomas,Tomas Berdych,Wimbledon,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2013,QF,ATP
Ferrer,David,David Ferrer,Wimbledon,2013,QF,ATP
Janowicz,Jerzy,Jerzy Janowicz,Wimbledon,2013,QF,ATP
Kubot,Lukasz,Lukasz Kubot,Wimbledon,2013,QF,ATP
Martin del Potro,Juan,Juan Martin del Potro,Wimbledon,2013,QF,ATP
Murray,Andy,Andy Murray,Wimbledon,2013,QF,ATP
Verdasco,Fernando,Fernando Verdasco,Wimbledon,2013,QF,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2013,SF,ATP
Janowicz,Jerzy,Jerzy Janowicz,Wimbledon,2013,SF,ATP
Martin del Potro,Juan,Juan Martin del Potro,Wimbledon,2013,SF,ATP
Murray,Andy,Andy Murray,Wimbledon,2013,SF,ATP
Djokovic,Novak,Novak Djokovic,Wimbledon,2013,F,ATP
Murray,Andy,Andy Murray,Wimbledon,2013,F,ATP
Murray,Andy,Andy Murray,Wimbledon,2013,W,ATP
Bartoli,Marion,Marion Bartoli,Wimbledon,2013,R16,WTA
Flipkens,Kirsten,Kirsten Flipkens,Wimbledon,2013,R16,WTA
Kanepi,Kaia,Kaia Kanepi,Wimbledon,2013,R16,WTA
Knapp,Karin,Karin Knapp,Wimbledon,2013,R16,WTA
Kvitova,Petra,Petra Kvitova,Wimbledon,2013,R16,WTA
Li,Na,Na Li,Wimbledon,2013,R16,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2013,R16,WTA
Pennetta,Flavia,Flavia Pennetta,Wimbledon,2013,R16,WTA
Pironkova,Tsvetana,Tsvetana Pironkova,Wimbledon,2013,R16,WTA
Puig,Monica,Monica Puig,Wimbledon,2013,R16,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2013,R16,WTA
Robson,Laura,Laura Robson,Wimbledon,2013,R16,WTA
Stephens,Sloane,Sloane Stephens,Wimbledon,2013,R16,WTA
Suarez Navarro,Carla,Carla Suarez Navarro,Wimbledon,2013,R16,WTA
Vinci,Roberta,Roberta Vinci,Wimbledon,2013,R16,WTA
Williams,Serena,Serena Williams,Wimbledon,2013,R16,WTA
Bartoli,Marion,Marion Bartoli,Wimbledon,2013,QF,WTA
Flipkens,Kirsten,Kirsten Flipkens,Wimbledon,2013,QF,WTA
Kanepi,Kaia,Kaia Kanepi,Wimbledon,2013,QF,WTA
Kvitova,Petra,Petra Kvitova,Wimbledon,2013,QF,WTA
Li,Na,Na Li,Wimbledon,2013,QF,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2013,QF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2013,QF,WTA
Stephens,Sloane,Sloane Stephens,Wimbledon,2013,QF,WTA
Bartoli,Marion,Marion Bartoli,Wimbledon,2013,SF,WTA
Flipkens,Kirsten,Kirsten Flipkens,Wimbledon,2013,SF,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2013,SF,WTA
Radwanska,Agnieszka,Agnieszka Radwanska,Wimbledon,2013,SF,WTA
Bartoli,Marion,Marion Bartoli,Wimbledon,2013,F,WTA
Lisicki,Sabine,Sabine Lisicki,Wimbledon,2013,F,WTA
Bartoli,Marion,Marion Bartoli,Wimbledon,2013,W,WTA
Anderson,Kevin,Kevin Anderson,Australian Open,2014,R16,ATP
Bautista Agut,Roberto,Roberto Bautista Agut,Australian Open,2014,R16,ATP
Berdych,Tomas,Tomas Berdych,Australian Open,2014,R16,ATP
Dimitrov,Grigor,Grigor Dimitrov,Australian Open,2014,R16,ATP
Djokovic,Novak,Novak Djokovic,Australian Open,2014,R16,ATP
Federer,Roger,Roger Federer,Australian Open,2014,R16,ATP
Ferrer,David,David Ferrer,Australian Open,2014,R16,ATP
Fognini,Fabio,Fabio Fognini,Australian Open,2014,R16,ATP
Mayer,Florian,Florian Mayer,Australian Open,2014,R16,ATP
Murray,Andy,Andy Murray,Australian Open,2014,R16,ATP
Nadal,Rafael,Rafael Nadal,Australian Open,2014,R16,ATP
Nishikori,Kei,Kei Nishikori,Australian Open,2014,R16,ATP
Robert,Stephane,Stephane Robert,Australian Open,2014,R16,ATP
Robredo,Tommy,Tommy Robredo,Australian Open,2014,R16,ATP
Tsonga,Jo-Wilfried,Jo-Wilfried Tsonga,Australian Open,2014,R16,ATP
